"spe_ID";"spe_type";"spe_desc";"spe_subj";"spe_date";"per_ID";"person";"per_sec_ID";"person_sec";"loc_ID";"loc";"sit_ID";"site";"gat_ID";"gat";"org_spon_ID";"sponsor";"org_ID";"org_to";"public";"press";"radio";"tv";"video";"text";"source_list"
806;"speech";"Some Things We Must Do, Address Delivered at ";"";"1957-12-05";47;"Martin Luther King, Jr.";0;"";52;"Montgomery, AL";0;"";0;"";0;"";230;"2nd Annual Institute on Nonviolence";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
807;"speech";"The New Negro";"";"1958-05-02";524;"Daisy Bates";0;"";72;"Detroit, MI";165;"People's Community Church";0;"";0;"";231;"Detroit Branch of the NAACP";0;0;0;0;"";"";"https://books.google.com/books/about/We_Want_"
808;"speech";"Argument before the U.S. Supreme Court in Coo";"";"1958-09-11";121;"Thurgood Marshall";0;"";13;"Washington, D.C.";166;"Supreme Court";0;"";0;"";232;"Supreme Court of the United States";0;0;0;0;"";"";"https://books.google.com/books/about/Say_It_P"
809;"speech";"Speech of Governor Orval E. Faubus on the Lit";"";"1958-09-18";520;"Orval E. Faubus";0;"";191;"Little Rock, AR";0;"";0;"";0;"";0;"";0;0;1;1;"";"";"https://books.google.com/books/about/We_Want_"
810;"speech";"Statement Upon Return to Montgomery";"";"1958-10-24";47;"Martin Luther King, Jr.";0;"";52;"Montgomery, AL";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
811;"speech";"Farewell Statement for All India Radio";"";"1959-03-09";47;"Martin Luther King, Jr.";0;"";187;"New Delhi, India";0;"";0;"";0;"";233;"All India Radio";0;0;1;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
812;"sermon";"Palm Sunday Sermon on Mohandas K. Gandhi, Del";"";"1959-03-22";47;"Martin Luther King, Jr.";0;"";52;"Montgomery, AL";0;"";0;"";0;"";218;"Dexter Avenue Baptist Church";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
813;"sermon";"A Walk Through the Holy Land, Easter Sunday S";"";"1959-03-29";47;"Martin Luther King, Jr.";0;"";52;"Montgomery, AL";0;"";0;"";0;"";218;"Dexter Avenue Baptist Church";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
814;"speech";"Remarks Delivered at Africa Freedom Dinner at";"";"1959-05-13";47;"Martin Luther King, Jr.";0;"";19;"Atlanta, GA";0;"";0;"";0;"";234;"Atlanta University";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
815;"speech";"Remaining Awake Through a Great Revolution, A";"";"1959-06-02";47;"Martin Luther King, Jr.";0;"";19;"Atlanta, GA";0;"";0;"";0;"";235;"Morehouse College";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
816;"speech";"Setting the Record Straight";"";"1959-06-29";525;"J.P. Coleman";0;"";55;"Jackson, MS";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/We_Want_"
817;"sermon";"Communism and the National Council of Churche";"Communism";"1960-00-00";526;"Billy James Hargis";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
818;"speech";"""Free By '63""""""";"";"1960-00-00";527;"William L. Patterson";0;"";1;"unknown";0;"";0;"";0;"";236;"Civil Rights Congress";0;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
819;"speech";"The Meaning of Lincoln Today";"Abraham Lincoln";"1960-02-12";528;"Ralph McGill";0;"";2;"New York City, NY";93;"Cooper Union";0;"";0;"";118;"Cooper Union";0;0;0;0;"";"";"https://books.google.com/books?id=4yESAAAAYAA"
820;"speech";"A Creative Protest";"";"1960-02-16";47;"Martin Luther King, Jr.";0;"";27;"Durham, NC";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
821;"speech";"But In Florida We Cannot Wash Our Hands";"";"1960-03-20";156;"LeRoy Collins";0;"";193;"Tallahassee, FL";0;"";0;"";0;"";0;"";0;0;1;1;"";"";"https://books.google.com/books?id=4yESAAAAYAA"
822;"speech";"Statement to the Press at the Beginning of th";"";"1960-04-15";47;"Martin Luther King, Jr.";0;"";53;"Raleigh, NC";0;"";0;"";0;"";237;"Youth Leadership Conference";0;1;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
823;"speech";"The Moral and Political Significance of the S";"";"1960-04-21";523;"Lillian Smith";0;"";13;"Washington, D.C.";167;"All Souls Unitarian Church";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/We_Want_"
824;"speech";"Queens College Speech";"";"1960-05-05";1;"Malcolm X";0;"";2;"New York City, NY";0;"";0;"";0;"";238;"Queens College";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/05/quee"
825;"speech";"Statement to the 1960 Democratic Party Platfo";"SNCC";"1960-07-07";529;"Marion S. Barry, Jr.";0;"";26;"Los Angeles, CA";0;"";0;"";0;"";239;"Democratic Party Platform Committee";0;0;0;0;"";"";"https://books.google.com/books?id=4yESAAAAYAA"
826;"lecture";"Proposals For the New Decade: The Conquest of";"";"1960-08-02";530;"Willy Ley";0;"";194;"CO";168;"University of Colorago";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
827;"Q&A";"Q&A with Houston Ministerial Assoc. Speech";"";"1960-09-12";91;"John F. Kennedy";0;"";75;"Houston, TX";0;"";0;"";0;"";240;"Houston Ministerial Association";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkh"
828;"speech";"Houston Ministerial Assoc. Speech";"";"1960-09-12";91;"John F. Kennedy";0;"";75;"Houston, TX";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkh"
829;"speech";"A Chemist Looks At The World Population Explo";"";"1960-09-12";531;"Albert L. Elder";0;"";2;"New York City, NY";0;"";0;"";0;"";241;"American Chemical Society";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
830;"speech";"Address at the United Nations";"";"1960-09-22";495;"Dwight D. Eisenhower";0;"";2;"New York City, NY";59;"United Nations Headquarters";0;"";0;"";212;"United Nations General Assembly";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
831;"speech";"The Negro and the American Dream";"";"1960-09-25";47;"Martin Luther King, Jr.";0;"";48;"Charlotte, NC";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
832;"speech";"Opening Statement, 1st Debate with Richard Ni";"";"1960-09-26";91;"John F. Kennedy";0;"";2;"New York City, NY";0;"";0;"";0;"";0;"";0;0;1;1;"";"";"http://www.americanrhetoric.com/speeches/jfko"
833;"speech";"Opening Statement, 1st Debate with JFK";"";"1960-09-26";194;"Richard M. Nixon";0;"";26;"Los Angeles, CA";0;"";0;"";0;"";0;"";0;0;1;1;"";"";"http://www.americanrhetoric.com/speeches/rich"
834;"speech";"Campaign Speech for John F. Kennedy";"";"1960-09-27";89;"Adlai Stevenson II";0;"";4;"San Francisco, CA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/adla"
835;"speech";"A Preface to the Study of Utopias";"";"1960-10-05";532;"Buell G. Gallagher";0;"";195;"Yellow Springs, OH";169;"Antioch College";0;"";0;"";242;"Antioch College";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
836;"sermon";"Reformation Day and the Election";"";"1960-10-30";533;"James W. Morgan";0;"";196;"Austin, TX";170;"University Methodist Church";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
837;"speech";"Statement on Presidential Endorsement";"";"1960-11-01";47;"Martin Luther King, Jr.";0;"";19;"Atlanta, GA";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
838;"speech";"National Objectives In American Foreign Polic";"";"1960-11-14";534;"Barry Goldwater";0;"";52;"Montgomery, AL";171;"Maxwell Air Force Base";0;"";0;"";243;"Air War College";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
839;"speech";"A Proposal Toward the Reunion of Christ's Chu";"";"1960-12-04";535;"Eugene Carson Blake";0;"";4;"San Francisco, CA";172;"Grace Cathedral";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
840;"speech";"The Moral Un-neutrality of Science";"Nuclear Weapons";"1960-12-27";536;"Charles Percy Snow";0;"";2;"New York City, NY";0;"";0;"";0;"";244;"American Association for the Advancement of S";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
841;"sermon";"More Than Religion";"";"1961-00-00";537;"Herschel H. Hobbs";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;1;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
842;"speech";"Commonwealth of Massachusetts Address";"";"1961-01-09";91;"John F. Kennedy";0;"";28;"Boston, MA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkc"
843;"speech";"Farewell Address";"";"1961-01-17";495;"Dwight D. Eisenhower";0;"";13;"Washington, D.C.";122;"White House";0;"";0;"";0;"";0;0;1;1;"";"";"http://www.americanrhetoric.com/speeches/dwig"
844;"speech";"Inaugural Address";"";"1961-01-20";91;"John F. Kennedy";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/john-f-kenne"
845;"speech";"Freedom's Holy Light";"";"1961-01-27";538;"Julius J. Nodel";0;"";13;"Washington, D.C.";0;"";0;"";0;"";245;"Women's Forum on National Security";0;0;0;0;"";"";"http://www.worldcat.org/title/representative-"
846;"speech";"Announces Peace Corps Executive Order";"";"1961-03-01";91;"John F. Kennedy";0;"";13;"Washington, D.C.";173;"State Department Auditorium";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkp"
847;"speech";"Latin American Diplomatic Corps Speech";"";"1961-03-13";91;"John F. Kennedy";0;"";13;"Washington, D.C.";122;"White House";0;"";0;"";246;"Latin American Diplomatic Corps";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkl"
848;"speech";"Harvard Law School Forum";"";"1961-03-24";1;"Malcolm X";0;"";36;"Cambridge, MA";0;"";0;"";0;"";247;"Harvard Law School Forum";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/05/harv"
849;"speech";"Community and the Self";"";"1961-04-16";539;"Howard Thurman";0;"";28;"Boston, MA";174;"Marsh Chapel";0;"";0;"";248;"March Chapel";0;0;0;0;"";"";"https://books.google.com/books/about/Say_It_P"
850;"speech";"Address: 'The President and Press";"";"1961-04-27";91;"John F. Kennedy";0;"";2;"New York City, NY";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/john-f-kenne"
851;"speech";"Georgia Law Day Address";"";"1961-05-06";93;"Robert F. Kennedy";0;"";60;"Athens, GA";42;"University of Georgia";0;"";0;"";249;"University of Georgia Law School";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/rfkg"
852;"speech";"Television and the Public Interest";"";"1961-05-09";540;"Newton Minow";0;"";13;"Washington, D.C.";175;"National Association of Broadcasters";0;"";0;"";56;"National Association of Broadcasters";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/newt"
853;"speech";"Joint Session Speech on Urgent National Needs";"";"1961-05-25";91;"John F. Kennedy";0;"";13;"Washington, D.C.";58;"U.S. Capitol";0;"";0;"";176;"U.S. Congress";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkj"
854;"speech";"The American Dream,"""""" Commencement address a";"";"1961-06-09";47;"Martin Luther King, Jr.";0;"";20;"Lincoln University, PA";0;"";0;"";0;"";15;"Lincoln University";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
855;"speech";"Address to the U.N. General Assembly";"";"1961-09-25";91;"John F. Kennedy";0;"";2;"New York City, NY";59;"United Nations Headquarters";0;"";0;"";212;"United Nations General Assembly";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfku"
856;"debate";"Open Mind Roundtable";"";"1961-10-15";1;"Malcolm X";0;"";1;"unknown";0;"";0;"";0;"";250;"""Open Mind"""" on NBC""";0;0;0;1;"";"";"http://malcolmxfiles.blogspot.ca/2013/05/open"
857;"speech";"Inaugural Anniversary Dinner Address";"";"1962-01-20";91;"John F. Kennedy";0;"";13;"Washington, D.C.";176;"National Guard Armory";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfki"
858;"debate";"Debate at Cornell University";"";"1962-03-07";1;"Malcolm X";0;"";197;"Ithaca, NY";177;"Cornell University";0;"";0;"";251;"Cornell University";0;0;0;0;"";"";"https://books.google.com/books/about/The_Rhet"
859;"debate";"Debate at Cornell University";"";"1962-03-07";37;"James Farmer";0;"";197;"Ithaca, NY";177;"Cornell University";0;"";0;"";251;"Cornell University";0;0;0;0;"";"";"https://books.google.com/books/about/The_Rhet"
860;"speech";"Statement at Jackson, MS";"";"1962-04-30";223;"Diane Nash";0;"";55;"Jackson, MS";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books?id=4yESAAAAYAA"
861;"speech";"Duty, Honor, Country";"";"1962-05-12";498;"Douglas MacArthur";0;"";198;"West Point, NY";178;"United States Military Academy";0;"";0;"";252;"United States Military Academy";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/doug"
862;"speech";"West Point Commencement Address";"";"1962-06-06";91;"John F. Kennedy";0;"";198;"West Point, NY";178;"United States Military Academy";0;"";0;"";252;"United States Military Academy";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkw"
863;"speech";"Yale University Commencement Address";"";"1962-06-11";91;"John F. Kennedy";0;"";122;"New Haven, CT";179;"Yale University";0;"";0;"";253;"Yale University";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfky"
864;"speech";"Independence Hall Address";"";"1962-07-04";91;"John F. Kennedy";0;"";16;"Philadelphia, PA";180;"Independence Hall";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfki"
865;"speech";"Address to the Nation on the State of the Eco";"";"1962-08-13";91;"John F. Kennedy";0;"";13;"Washington, D.C.";122;"White House";0;"";0;"";0;"";0;0;1;1;"";"";"http://www.americanrhetoric.com/speeches/jfks"
866;"speech";"Rice University Address on Space Program";"";"1962-09-12";91;"John F. Kennedy";0;"";75;"Houston, TX";181;"Rice University";0;"";0;"";254;"Rice University";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkr"
867;"speech";"Mississippi Still Says ""Never!""""""";"Segregation";"1962-09-13";541;"Ross Robert Barnett";0;"";55;"Jackson, MS";0;"";0;"";0;"";0;"";0;0;1;1;"";"";"https://books.google.com/books?id=4yESAAAAYAA"
868;"sermon";"Levels of Love, Sermon Delivered at Ebenezer ";"";"1962-09-16";47;"Martin Luther King, Jr.";0;"";19;"Atlanta, GA";182;"Ebenezer Baptist Church";0;"";0;"";255;"Ebenezer Baptist Church";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
869;"sermon";"Can a Christian Be a Communist? Sermon Delive";"";"1962-09-30";47;"Martin Luther King, Jr.";0;"";19;"Atlanta, GA";182;"Ebenezer Baptist Church";0;"";0;"";255;"Ebenezer Baptist Church";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
870;"speech";"Malcolm X at Yale University";"";"1962-10-20";1;"Malcolm X";0;"";122;"New Haven, CT";179;"Yale University";0;"";0;"";253;"Yale University";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/06/malc"
871;"speech";"Cuban Missile Crisis Address";"";"1962-10-22";91;"John F. Kennedy";0;"";13;"Washington, D.C.";122;"White House";0;"";0;"";0;"";0;0;1;1;"";"";"http://www.americanrhetoric.com/speeches/jfkc"
872;"speech";"U.N. Address on Soviet Missiles in Cuba";"";"1962-10-25";89;"Adlai Stevenson II";0;"";2;"New York City, NY";59;"United Nations Headquarters";0;"";0;"";256;"United Nations Security Council";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/adla"
873;"speech";"A Challenge to Artists";"Art, House Un-American Activities Committee";"1962-10-27";230;"Lorraine Hansberry";0;"";2;"New York City, NY";183;"Manhattan Center";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
874;"speech";"U.N. Memorial Address for Eleanor Roosevelt";"";"1962-11-09";89;"Adlai Stevenson II";0;"";2;"New York City, NY";59;"United Nations Headquarters";0;"";0;"";212;"United Nations General Assembly";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/adla"
875;"speech";"Address to the Economic Club of New York";"";"1962-12-14";91;"John F. Kennedy";0;"";2;"New York City, NY";184;"Economic Club of New York";0;"";0;"";257;"Economic Club of New York";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfke"
876;"Q&A";"Q & A Following NY Economic Club Address";"";"1962-12-14";91;"John F. Kennedy";0;"";2;"New York City, NY";184;"Economic Club of New York";0;"";0;"";257;"Economic Club of New York";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfke"
877;"sermon";"Shall the Fundamentalists Win?";"";"1963-00-00";542;"Harry Emerson Fosdick";0;"";1;"unknown";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
878;"speech";"Inaugural Address";"";"1963-01-14";543;"George C. Wallace";0;"";199;"Montomery, AL";96;"Alabama State Capitol";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=4yESAAAAYAA"
879;"speech";"Religion and Race";"";"1963-01-14";544;"Abraham Joshua Heschel";0;"";10;"Chicago, IL";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/abraham-josh"
880;"speech";"Twenty Million Black People in a Political, E";"";"1963-01-23";1;"Malcolm X";0;"";200;"East Lansing, MI";0;"";0;"";0;"";258;"Michigan State University";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/06/twen"
881;"debate";"Integration Must Work - Nothing Else Can";"Integration";"1963-03-27";545;"Milton A. Galamison";0;"";2;"New York City, NY";185;"WNDT Station";0;"";0;"";0;"";0;0;0;1;"";"";"https://books.google.com/books/about/The_Voic"
882;"speech";"Winston Churchill U.S. Citizen Proclamation";"";"1963-04-09";91;"John F. Kennedy";0;"";13;"Washington, D.C.";122;"White House";0;"";0;"";0;"";0;0;0;1;"";"";"http://www.americanrhetoric.com/speeches/jfkc"
883;"letter";"Letter from Birmingham Jail";"";"1963-04-16";47;"Martin Luther King, Jr.";0;"";29;"Birmingham, AL";186;"Birmingham City Jail";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Rhet"
884;"speech";"Speech at Sixteenth Street Baptist Church";"";"1963-05-03";47;"Martin Luther King, Jr.";0;"";29;"Birmingham, AL";187;"Sixteenth Street Baptist Church";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books/about/We_Want_"
885;"speech";"Speech over Radio WJDX and TV WLBT";"";"1963-05-13";546;"Allen C. Thompson";0;"";55;"Jackson, MS";0;"";0;"";0;"";0;"";0;0;1;1;"";"";"https://books.google.com/books/about/We_Want_"
886;"speech";"Vanderbilt University Convocation Address";"";"1963-05-18";91;"John F. Kennedy";0;"";18;"Nashville, TN";188;"Vanderbilt University";0;"";0;"";259;"Vanderbilt University";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkv"
887;"speech";"Remarks Of Mr. Medgar Evers for Delivery Over";"";"1963-05-20";154;"Medgar Evers";0;"";55;"Jackson, MS";0;"";0;"";0;"";0;"";0;0;1;1;"";"";"https://books.google.com/books/about/We_Want_"
888;"speech";"Speech at St. John's Baptist Church";"";"1963-05-20";547;"Dick Gregory";0;"";29;"Birmingham, AL";189;"St. John's Baptist Church";0;"";0;"";0;"";0;0;0;0;"";"";"http://americanradioworks.publicradio.org/fea"
889;"speech";"The Black Revolution";"";"1963-06-00";1;"Malcolm X";0;"";2;"New York City, NY";190;"Abyssinian Baptist Church";0;"";0;"";0;"";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/06/the-"
890;"speech";"American Univ. Commencement Address";"";"1963-06-10";91;"John F. Kennedy";0;"";13;"Washington, D.C.";191;"American University";0;"";0;"";260;"American University";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfka"
891;"speech";"Civil Rights Address";"Civil Rights";"1963-06-11";91;"John F. Kennedy";0;"";13;"Washington, D.C.";122;"White House";0;"";0;"";0;"";0;0;1;1;"";"";"http://www.americanrhetoric.com/speeches/jfkc"
892;"speech";"We Must Have Justice";"";"1963-06-21";548;"Elijah Muhammad";0;"";2;"New York City, NY";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
893;"sermon";"Obituary for Children's Prayers";"";"1963-06-23";549;"Marion L. Matics";0;"";2;"New York City, NY";192;"Christ Church Bay Ridge";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
894;"speech";"Speech at the Great March on Detroit**";"";"1963-06-23";47;"Martin Luther King, Jr.";0;"";72;"Detroit, MI";0;"";0;"";0;"";261;"Great March on Detroit";1;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
895;"speech";"Ich bin ein Berliner";"";"1963-06-26";91;"John F. Kennedy";0;"";31;"Berlin, Germany";193;"Rudolph Wilde Platz";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkb"
896;"speech";"Speech to the Irish Parliament";"";"1963-06-28";91;"John F. Kennedy";0;"";126;"Dublin, Ireland";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfki"
897;"speech";"Nuclear Test Ban Treaty Address to the Nation";"";"1963-07-26";91;"John F. Kennedy";0;"";13;"Washington, D.C.";122;"White House";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkn"
898;"speech";"I Have a Dream, Address at March on Washingto";"";"1963-08-28";47;"Martin Luther King, Jr.";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
899;"speech";"to the March on Washington";"";"1963-08-28";50;"Asa Philip Randolph";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
900;"speech";"to the March on Washington";"";"1963-08-28";550;"Daisy Lee Gatson Bates";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
901;"speech";"to the March on Washington";"";"1963-08-28";535;"Eugene Carson Blake";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
902;"speech";"to the March on Washington";"";"1963-08-28";167;"Floyd Bixler McKissick";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
903;"speech";"to the March on Washington";"";"1963-08-28";551;"Joachim Prinz";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
904;"speech";"to the March on Washington";"";"1963-08-28";552;"Josephine Baker";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
905;"speech";"to the March on Washington";"";"1963-08-28";553;"Mathew Hall Ahmann";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
906;"speech";"to the March on Washington";"";"1963-08-28";25;"Roy Wilkins";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
907;"speech";"to the March on Washington";"";"1963-08-28";554;"Walter Philip Reuther";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
908;"speech";"to the March on Washington";"";"1963-08-28";168;"Whitney Moore Young, Jr.";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";""
909;"speech";"to the March on Washington";"";"1963-08-28";555;"John Robert Lewis";0;"";13;"Washington, D.C.";0;"";0;"";0;"";262;"March On Washington For Jobs And Freedom";1;0;0;0;"";"";"http://voicesofdemocracy.umd.edu/lewis-speech"
910;"speech";"Let Your Son Fight For Freedom";"";"1963-09-00";547;"Dick Gregory";0;"";23;"Selma, AL";0;"";0;"";0;"";0;"";1;0;0;0;"";"";"https://books.google.com/books/about/The_Voic"
911;"speech";"The Old Negro and the New Negro";"";"1963-09-00";1;"Malcolm X";0;"";16;"Philadelphia, PA";0;"";0;"";0;"";0;"";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/06/the-"
912;"sermon";"The Supreme Court: Their Meaning for US";"Supreme Court";"1963-09-08";556;"Donald W. Morgan";0;"";201;"Rutland, VT";194;"United Church of Christ";0;"";0;"";0;"";0;0;0;0;"";"";"https://books.google.com/books?id=DDBSAQAAIAA"
913;"speech";"Who Did It?";"16th St Baptist Church Bombing";"1963-09-16";557;"Charles Morgan, Jr.";0;"";29;"Birmingham, AL";0;"";0;"";0;"";263;"Young Men's Business Club";0;0;0;0;"";"";"https://books.google.com/books?id=4yESAAAAYAA"
914;"eulogy";"Eulogy for the Martyred Children**";"16th St Baptist Church Bombing";"1963-09-18";47;"Martin Luther King, Jr.";0;"";29;"Birmingham, AL";195;"16th Street Baptist Church";0;"";0;"";0;"";0;0;0;0;"";"";"http://kingencyclopedia.stanford.edu/encyclop"
915;"speech";"Final United Nations Address";"";"1963-09-20";91;"John F. Kennedy";0;"";2;"New York City, NY";59;"United Nations Headquarters";0;"";0;"";212;"United Nations General Assembly";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfku"
916;"speech";"Speech at the Mormon Tabernacle";"";"1963-09-26";91;"John F. Kennedy";0;"";38;"Salt Lake City, UT";196;"Mormon Tabernacle";0;"";0;"";0;"";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkm"
917;"speech";"Address to the United Nations General Assembl";"";"1963-10-06";558;"Haile Selassie";0;"";2;"New York City, NY";59;"United Nations Headquarters";0;"";0;"";212;"United Nations General Assembly";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/hail"
918;"speech";"Malcolm X at UC Berkeley";"";"1963-10-11";1;"Malcolm X";0;"";93;"Berkeley, CA";0;"";0;"";0;"";264;"University of California - Berkeley";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/06/uc-b"
919;"speech";"A Message to the Grassroots";"";"1963-11-10";1;"Malcolm X";0;"";72;"Detroit, MI";197;"King Solomon Baptist Church";0;"";0;"";265;"Northern Negro Grass Roots Leadership Confere";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/06/a-me"
920;"speech";"Columbia University";"";"1963-11-20";1;"Malcolm X";0;"";2;"New York City, NY";0;"";0;"";0;"";266;"Columbia University";0;0;0;0;"";"";"http://malcolmxfiles.blogspot.ca/2013/06/colu"
921;"speech";"Forth Worth COCommerce (last delivered speech";"";"1963-11-22";91;"John F. Kennedy";0;"";202;"Fort Worth, TX";198;"Fort Worth Chamber of Commerce";0;"";0;"";267;"Fort Worth Chamber of Commerce";0;0;0;0;"";"";"http://www.americanrhetoric.com/speeches/jfkf"
